method,condition,seed,attack_level,timestep,reward,distance_to_goal,is_success,action_norm,intended_action_norm,safety_violation,recovery_triggered,episode_idx
random_recovery,action_clipping,0,0.3,12,-0.0,0.0300044447692394,1.0,0.3690531253814697,0.8509722352027893,0.0,0.0,0
random_recovery,action_clipping,0,0.3,13,-0.0,0.02596847549853732,1.0,0.1500222384929657,0.9596855640411377,0.0,1.0,0
random_recovery,action_clipping,0,0.3,14,-0.0,0.02348248337977741,1.0,0.559073269367218,1.2207881212234497,0.0,0.0,0
random_recovery,action_clipping,0,0.3,15,-0.0,0.023193525223656364,1.0,0.1174125075340271,1.436745285987854,0.0,1.0,0
random_recovery,action_clipping,0,0.3,16,-0.0,0.026075764991411524,1.0,0.43216365575790405,0.6784474849700928,0.0,0.0,0
random_recovery,action_clipping,0,0.3,17,-0.0,0.02571103656510401,1.0,0.1303785890340805,1.3522014617919922,0.0,1.0,0
random_recovery,action_clipping,0,0.3,18,-0.0,0.02531685716430646,1.0,0.12855516374111176,1.7024528980255127,0.0,1.0,0
random_recovery,action_clipping,0,0.3,19,-0.0,0.02499914068177883,1.0,0.1265842318534851,1.2111947536468506,0.0,1.0,0
random_recovery,action_clipping,0,0.3,20,-0.0,0.024720738201767612,1.0,0.12499575316905975,1.188167929649353,0.0,1.0,0
random_recovery,action_clipping,0,0.3,21,-0.0,0.022940936998484804,1.0,0.4271307587623596,0.7524630427360535,0.0,0.0,0
random_recovery,action_clipping,0,0.3,22,-0.0,0.022379845296952566,1.0,0.11470471322536469,1.3773618936538696,0.0,1.0,0
random_recovery,action_clipping,0,0.3,23,-0.0,0.021814267861463035,1.0,0.45441460609436035,1.043335199356079,0.0,0.0,0
random_recovery,action_clipping,0,0.3,24,-0.0,0.022056131974308564,1.0,0.10907130688428879,1.4206277132034302,0.0,1.0,0
random_recovery,action_clipping,0,0.3,25,-0.0,0.022147563720228892,1.0,0.11028066277503967,1.2539438009262085,0.0,1.0,0
random_recovery,action_clipping,0,0.3,26,-0.0,0.022162352240329582,1.0,0.1107378676533699,1.5762991905212402,0.0,1.0,0
random_recovery,action_clipping,0,0.3,27,-0.0,0.022556485856502488,1.0,0.4870586395263672,1.0623966455459595,0.0,0.0,0
random_recovery,action_clipping,0,0.3,28,-0.0,0.022718390343423506,1.0,0.11278244853019714,1.2549136877059937,0.0,1.0,0
random_recovery,action_clipping,0,0.3,29,-0.0,0.02267847687045801,1.0,0.1135919988155365,1.5830897092819214,0.0,1.0,0
random_recovery,action_clipping,0,0.3,30,-0.0,0.02261198676527734,1.0,0.11339239031076431,1.2444963455200195,0.0,1.0,0
random_recovery,action_clipping,0,0.3,31,-0.0,0.022545681435255344,1.0,0.11305990815162659,1.3481228351593018,0.0,1.0,0
random_recovery,action_clipping,0,0.3,32,-0.0,0.022486842807012145,1.0,0.11272839456796646,1.2803093194961548,0.0,1.0,0
random_recovery,action_clipping,0,0.3,33,-0.0,0.024258776170309814,1.0,0.47906917333602905,0.9168575406074524,0.0,0.0,0
